Id_Escucha ,Id_Cliente,Id_Cancion,Fecha y Hora de escucha
2556,124,4726,22/4/2023 11:52
2557,2828,4419,25/3/2023 14:52
2558,,4755,21/4/2023 08:49
2559,,2603,9/10/2023 10:00
2560,583,1313,11/12/2023 07:24
2561,2057,535,26/5/2023 15:27
2562,2933,3822,13/6/2023 09:00
2563,770,2232,12/1/2023 13:07
2564,,283,29/10/2023 10:04
2565,76,,
2566,1031,4472,17/6/2023 08:39
2567,719,1899,26/7/2023 09:53
2568,2867,3642,
2569,2128,448,
2570,2718,,22/11/2023 07:16
2571,1618,4097,30/9/2023 03:50
2572,1494,2007,3/5/2023 23:42
2573,1837,,10/10/2023 04:32
2574,,4018,24/7/2023 03:04
2575,,4134,
2576,723,4613,7/3/2023 11:04
,2159,4329,18/12/2023 03:22
2578,77,4639,29/9/2023 21:14
2579,1869,4215,
2580,1987,3946,20/5/2023 23:22
2581,59,,27/10/2023 09:05
2582,49,4021,17/8/2023 13:20
2583,,4563,5/8/2023 11:08
2584,2572,1918,23/12/2023 06:51
2585,2530,2853,22/3/2023 05:39
2586,185,3209,10/9/2023 16:15
2587,2693,606,9/9/2023 23:05
2588,370,3894,13/1/2023 12:04
2589,453,3495,14/2/2023 08:04
2590,257,3670,15/9/2023 01:21
2591,1828,3943,30/11/2023 20:21
2592,821,512,31/3/2023 05:40
2593,2151,4345,
2594,1093,,6/7/2023 12:33
2595,700,771,3/6/2023 16:35
2596,,1484,31/7/2023 11:23
2597,631,2365,19/1/2023 15:04
2598,2281,3160,12/3/2023 18:08
2599,860,2569,23/1/2023 17:24
2600,2515,3106,14/1/2023 06:17
2601,673,4218,
2602,589,736,31/10/2023 05:38
2603,1024,3418,23/3/2023 17:59
2604,829,3926,23/4/2023 20:20
2605,1356,1979,20/9/2023 22:46
2606,2607,1915,11/11/2023 05:14
2607,1930,1590,
2608,2747,1941,23/6/2023 15:57
2609,810,3388,8/7/2023 16:46
2610,1487,165,26/4/2023 01:00
2611,,4444,28/11/2023 12:53
2612,,4037,4/11/2023 19:15
2613,2794,151,19/7/2023 00:23
2614,531,1314,16/3/2023 16:11
2615,2894,607,4/9/2023 12:22
2616,2340,1476,15/8/2023 13:58
2617,1051,2187,14/7/2023 13:17
2618,880,3277,9/1/2023 22:34
2619,2612,,23/9/2023 14:21
2620,625,2975,13/1/2023 16:42
2621,1780,2078,8/4/2023 12:52
2622,2460,3636,15/8/2023 11:16
2623,150,1997,
2624,583,4963,19/7/2023 03:00
2625,,1770,16/2/2023 21:04
2626,,3131,23/9/2023 10:50
2627,,2629,8/7/2023 08:14
2628,,1938,
2629,,3716,6/2/2023 23:53
2630,1255,963,19/9/2023 19:58
2631,514,2239,12/6/2023 08:30
2632,1152,3363,10/2/2023 03:49
2633,816,4509,15/11/2023 02:36
2634,2568,2999,9/5/2023 13:30
2635,222,,1/10/2023 04:35
2636,2471,2283,24/6/2023 06:06
2637,572,989,27/10/2023 16:01
2638,431,4188,
2639,2469,2908,12/10/2023 05:25
2640,630,2963,4/1/2023 07:39
2641,130,939,17/5/2023 08:25
2642,2475,761,17/2/2023 22:53
2643,703,3030,
2644,672,1621,30/6/2023 14:40
2645,2381,272,26/9/2023 04:04
2646,1492,4313,3/4/2023 02:54
2647,2704,3335,14/4/2023 04:20
2648,2001,350,10/10/2023 15:09
2649,496,2213,10/8/2023 00:24
2650,1532,4548,
2651,2897,2052,21/6/2023 17:30
2652,1945,,17/10/2023 21:44
2653,,2377,28/7/2023 23:06
2654,,,
2655,2209,1839,1/8/2023 00:05
2656,,4039,31/10/2023 23:40
2657,2367,,3/2/2023 03:24
2658,,,27/9/2023 22:04
2659,2256,,23/7/2023 18:32
2660,915,2748,9/3/2023 01:14
2661,2327,2809,13/10/2023 04:47
2662,2296,,25/7/2023 17:54
2663,1597,,10/4/2023 23:31
2664,2004,4365,24/4/2023 07:29
2665,2599,3684,22/7/2023 16:28
2666,1963,4187,14/7/2023 00:14
2667,818,1411,
2668,836,62,30/9/2023 12:07
,2281,1267,4/11/2023 09:28
2670,34,1304,
2671,2332,3326,24/5/2023 16:39
2672,902,1911,6/9/2023 06:45
2673,2448,1064,22/4/2023 00:45
2674,1968,3757,8/5/2023 16:42
2675,2976,3761,3/3/2023 14:59
2676,1885,3247,30/8/2023 08:38
2677,,3035,9/4/2023 07:46
2678,1692,3627,20/10/2023 15:20
2679,2244,2262,27/11/2023 06:25
2680,563,3533,26/2/2023 19:32
2681,817,2704,20/6/2023 03:26
2682,1895,1780,27/7/2023 03:16
2683,1141,1568,24/4/2023 20:29
2684,,592,17/5/2023 13:13
2685,,942,5/6/2023 00:46
2686,468,459,29/10/2023 03:03
2687,2940,3904,7/8/2023 02:18
2688,1394,4351,28/4/2023 00:50
2689,,4483,9/9/2023 19:19
2690,2179,3250,25/1/2023 20:22
2691,410,96,3/7/2023 10:12
2692,,299,25/3/2023 22:10
2693,2974,3317,20/3/2023 11:29
2694,2458,4212,21/3/2023 00:05
2695,574,4430,10/10/2023 21:28
2696,1678,3430,12/5/2023 07:24
2697,1820,4953,10/6/2023 02:01
2698,1125,1241,29/3/2023 19:15
2699,,1247,20/2/2023 06:51
2700,,1151,13/9/2023 14:03
2701,212,1068,
2702,1513,4620,
2703,835,819,26/8/2023 13:35
2704,2625,3587,8/5/2023 14:05
2705,962,4880,21/8/2023 11:17
2706,939,,8/9/2023 02:55
2707,1866,3807,23/8/2023 14:24
2708,2250,4200,20/12/2023 03:53
2709,2525,981,
2710,1672,,7/8/2023 20:58
2711,1871,2927,
2712,2244,3089,2/8/2023 11:00
2713,2624,4637,15/2/2023 02:34
2714,1768,1912,
2715,2666,233,19/4/2023 12:19
2716,628,2043,27/9/2023 06:53
2717,102,4314,15/4/2023 07:12
2718,546,1717,26/6/2023 20:12
,798,3026,7/12/2023 23:01
2720,1306,1611,28/6/2023 06:04
2721,2713,1374,6/10/2023 04:35
,668,3856,27/5/2023 01:57
2723,584,,11/12/2023 21:59
2724,946,3141,15/2/2023 16:39
2725,1242,3933,1/3/2023 18:50
2726,1893,2788,6/6/2023 09:04
2727,,,27/2/2023 12:19
2728,685,2497,9/3/2023 07:56
2729,1852,218,13/12/2023 00:27
2730,106,3814,11/4/2023 10:24
2731,276,1947,18/10/2023 05:37
2732,,,20/11/2023 05:03
2733,61,1271,26/2/2023 18:29
2734,2448,429,8/1/2023 10:37
2735,1472,3630,20/2/2023 04:50
2736,197,4117,15/2/2023 01:12
2737,1389,502,30/4/2023 01:53
2738,351,4707,20/11/2023 16:33
2739,1668,,8/10/2023 00:40
2740,,1557,17/10/2023 04:39
2741,105,4137,28/9/2023 13:17
2742,2405,1465,20/4/2023 04:59
2743,2474,4301,
2744,1700,1889,22/6/2023 07:44
2745,,1198,31/8/2023 22:28
2746,2896,,15/8/2023 08:57
2747,2425,3586,15/6/2023 15:22
2748,2426,2491,14/3/2023 05:50
2749,997,1883,23/7/2023 20:59
2750,261,631,24/1/2023 08:33
2751,2712,2644,16/12/2023 11:19
2752,1533,,22/7/2023 20:34
2753,2679,829,12/4/2023 10:38
2754,,499,29/10/2023 10:56
2755,,3151,16/8/2023 10:30
2756,1533,,14/9/2023 23:23
2757,2386,3891,12/11/2023 11:00
2758,1012,1530,
2759,1853,447,14/2/2023 14:42
2760,91,1620,17/9/2023 04:47
2761,2701,3557,6/1/2023 04:54
2762,136,2699,2/9/2023 23:58
2763,828,1761,10/7/2023 17:26
2764,2582,1091,2/11/2023 12:23
2765,1463,3169,25/5/2023 19:29
2766,,1367,3/6/2023 06:12
2767,2033,239,14/2/2023 16:02
2768,196,4025,15/8/2023 11:36
2769,942,2264,26/12/2023 19:37
2770,1884,1628,31/5/2023 23:03
2771,1460,2134,17/4/2023 13:20
2772,2284,1021,25/10/2023 22:25
2773,2790,,28/10/2023 13:34
2774,2867,4294,14/7/2023 04:49
2775,302,3261,21/7/2023 12:40
2776,2380,4437,
2777,600,272,9/7/2023 03:04
2778,2149,3709,28/3/2023 10:47
2779,777,1622,4/11/2023 09:37
2780,2363,,6/10/2023 16:28
2781,2216,3690,6/6/2023 19:14
2782,2867,2870,1/5/2023 07:12
2783,2330,2935,1/2/2023 18:59
2784,178,149,9/6/2023 12:06
2785,1683,287,29/8/2023 11:13
2786,,,14/12/2023 06:53
2787,2162,727,10/9/2023 09:35
,1445,2309,19/1/2023 15:14
2789,,3794,3/11/2023 22:46
2790,2857,239,16/3/2023 21:47
2791,2468,,
2792,374,4451,13/12/2023 12:58
2793,2940,973,27/10/2023 04:23
2794,1989,,9/11/2023 14:16
2795,2596,,
2796,2077,4630,14/3/2023 23:54
2797,2719,2920,10/7/2023 23:29
2798,244,3112,13/3/2023 15:56
2799,2004,4468,8/8/2023 00:28
2800,,2145,11/10/2023 09:26
2801,1990,2089,2/9/2023 19:29
2802,2872,4042,26/11/2023 22:50
2803,2256,4446,22/4/2023 13:02
2804,2626,330,
2805,2435,269,
2806,1232,604,11/9/2023 03:27
2807,325,4240,9/6/2023 22:36
2808,1444,4288,14/1/2023 12:12
,196,1616,7/9/2023 01:13
2810,991,,19/8/2023 01:12
2811,121,4622,11/1/2023 10:04
2812,2945,1087,8/9/2023 04:13
2813,1261,4099,17/11/2023 23:48
2814,2512,2850,1/11/2023 01:46
2815,2334,4900,8/12/2023 18:02
,2946,490,6/9/2023 13:04
2817,1095,2419,18/6/2023 18:40
2818,1685,3018,
2819,1876,381,26/12/2023 13:59
2820,696,247,1/7/2023 14:07
2821,198,1359,15/10/2023 21:16
2822,2608,1504,30/6/2023 21:26
2823,434,789,12/2/2023 03:12
2824,246,,8/10/2023 14:12
2825,,,
2826,257,,9/3/2023 18:05
2827,2522,2567,26/10/2023 17:26
2828,1045,3881,3/10/2023 17:16
2829,2082,3034,17/6/2023 04:53
2830,1518,4180,9/10/2023 11:12
2831,918,1743,19/5/2023 23:53
2832,1239,1676,28/5/2023 00:27
2833,177,1271,11/2/2023 07:14
2834,236,62,12/3/2023 12:48
2835,623,30,10/9/2023 07:44
2836,2298,761,9/10/2023 16:46
2837,505,4017,27/12/2023 13:31
2838,2795,532,31/10/2023 13:53
2839,1452,959,18/6/2023 07:26
2840,2429,33,27/10/2023 21:25
2841,2101,967,21/6/2023 16:52
2842,2826,4399,8/5/2023 08:49
2843,2723,,24/12/2023 11:40
2844,1704,2691,28/6/2023 21:39
2845,750,2274,18/3/2023 05:55
2846,368,4603,21/9/2023 16:16
,,3911,24/5/2023 21:56
2848,2166,2396,30/3/2023 18:38
2849,1245,544,10/12/2023 04:26
2850,1323,184,10/1/2023 14:54
2851,744,4484,3/9/2023 07:37
2852,613,1427,30/7/2023 05:32
2853,1522,1934,
2854,238,2569,8/12/2023 20:00
2855,706,,10/2/2023 06:00
2856,1112,3265,19/6/2023 08:54
2857,1435,3503,17/12/2023 04:51
2858,1156,1203,1/12/2023 17:44
2859,1344,4461,4/3/2023 17:29
2860,1618,4607,5/2/2023 12:26
2861,2822,3724,6/1/2023 20:27
2862,180,1531,26/2/2023 14:56
2863,220,3095,20/3/2023 11:20
2864,,2118,3/5/2023 12:20
2865,2629,4118,18/4/2023 17:40
2866,1437,4892,11/10/2023 01:58
2867,274,3351,25/6/2023 08:07
2868,1102,4932,22/4/2023 02:24
2869,240,3840,6/6/2023 18:09
2870,257,,19/5/2023 19:40
2871,196,1523,20/6/2023 02:29
2872,1455,2704,26/4/2023 03:01
2873,1442,,26/11/2023 01:59
2874,3,,9/7/2023 05:39
2875,1396,3298,24/1/2023 13:28
2876,1453,2879,29/11/2023 18:23
2877,846,4872,15/11/2023 11:50
2878,,1503,5/11/2023 00:17
2879,4,1219,5/12/2023 03:48
2880,1561,1471,8/2/2023 15:38
2881,328,818,8/7/2023 01:54
2882,421,6,21/3/2023 00:01
2883,2175,1580,15/7/2023 15:47
2884,2416,2606,29/12/2023 18:55
2885,,2849,19/7/2023 17:42
2886,1823,687,
2887,2612,2058,13/6/2023 08:48
2888,1064,2974,19/5/2023 02:43
2889,2660,1330,10/8/2023 04:26
2890,810,2706,29/6/2023 13:46
2891,481,2151,20/1/2023 18:12
2892,655,4408,6/10/2023 02:28
2893,2869,2909,8/6/2023 18:30
2894,818,3464,6/3/2023 08:21
2895,,2617,
2896,2699,2087,29/1/2023 17:55
2897,1372,2232,4/8/2023 15:45
2898,948,4494,18/9/2023 05:29
2899,2660,3153,10/2/2023 19:49
2900,2405,1668,27/9/2023 19:16
2901,2158,1602,5/7/2023 10:25
2902,1753,,17/8/2023 18:12
2903,2770,4701,4/9/2023 14:48
2904,1488,4538,15/1/2023 07:53
2905,40,2832,
2906,1493,2429,29/11/2023 11:34
2907,945,4820,16/2/2023 08:14
2908,56,751,19/11/2023 14:00
2909,82,250,7/10/2023 15:56
2910,939,947,15/1/2023 18:12
2911,721,2459,
2912,1497,,
2913,685,20,15/5/2023 17:31
2914,439,2357,
2915,,467,10/1/2023 00:57
2916,2981,,
2917,1746,2185,27/8/2023 00:02
2918,885,1576,25/8/2023 18:22
2919,1260,3328,1/11/2023 15:00
2920,1205,3726,16/5/2023 14:19
2921,2309,2668,5/11/2023 13:40
2922,75,,5/2/2023 21:53
2923,2310,1715,19/4/2023 23:06
2924,2988,2486,21/1/2023 12:24
2925,159,4673,1/3/2023 14:48
2926,2090,2587,25/12/2023 01:45
2927,9,3555,8/8/2023 12:11
2928,397,3823,2/5/2023 05:06
2929,,4286,2/11/2023 19:03
2930,2823,3604,17/8/2023 13:11
2931,2961,3503,19/9/2023 11:26
2932,651,2720,3/11/2023 02:52
2933,2408,3538,
2934,,,12/7/2023 07:28
2935,742,,7/8/2023 09:59
2936,244,4908,13/8/2023 11:00
2937,,300,
2938,111,,20/11/2023 16:15
2939,2848,2808,2/8/2023 00:57
2940,343,903,6/6/2023 17:45
2941,937,892,2/5/2023 13:49
2942,786,788,
2943,740,3705,19/11/2023 04:48
2944,1801,4309,3/3/2023 20:18
2945,578,1730,17/8/2023 06:30
,259,191,28/6/2023 21:05
2947,,3621,15/6/2023 03:50
2948,1842,3601,10/1/2023 14:52
2949,1223,3158,22/5/2023 19:43
2950,1286,3343,27/2/2023 01:04
2951,821,914,
2952,2248,4218,14/8/2023 01:14
2953,272,2981,19/8/2023 17:05
2954,662,2004,30/7/2023 11:23
2955,2135,4879,12/4/2023 12:54
2956,995,3285,19/9/2023 06:52
2957,1722,4621,20/2/2023 10:38
2958,2365,1706,17/8/2023 17:16
2959,686,4680,22/12/2023 21:02
2960,1914,3351,
2961,1492,1231,6/4/2023 01:48
2962,1281,2590,27/4/2023 21:21
2963,2683,1726,
2964,76,3308,14/5/2023 05:48
2965,1278,1608,24/9/2023 14:23
2966,2038,1057,5/6/2023 23:48
2967,2941,4130,
2968,,4397,16/10/2023 16:46
2969,955,416,24/3/2023 01:00
2970,221,1324,
2971,839,306,31/5/2023 19:45
2972,1145,4158,21/8/2023 03:26
2973,242,3217,3/2/2023 02:07
2974,2941,3747,7/2/2023 21:59
2975,1723,,12/10/2023 12:10
2976,2750,4702,27/3/2023 10:06
2977,,,4/3/2023 20:21
2978,,1813,1/2/2023 08:11
2979,,4934,7/8/2023 05:01
2980,2248,4008,17/8/2023 07:37
2981,1914,3877,17/7/2023 02:54
2982,661,371,11/7/2023 03:39
2983,,1166,21/7/2023 20:35
2984,489,,3/11/2023 00:12
2985,2489,772,
2986,2630,2952,7/10/2023 13:46
2987,533,2684,19/7/2023 22:05
2988,1848,4579,
2989,11,,18/12/2023 16:39
2990,2055,3859,
2991,1839,1838,22/4/2023 18:30
2992,1544,2852,9/10/2023 07:06
2993,195,907,21/1/2023 16:39
2994,1222,1399,9/5/2023 16:19
2995,65,363,23/12/2023 09:54
2996,1798,2397,11/11/2023 06:11
2997,981,2531,19/1/2023 16:04
2998,2694,3582,
2999,210,,30/7/2023 00:32
3000,2405,1512,1/12/2023 04:10
3001,,4648,11/11/2023 03:39
3002,1184,726,22/3/2023 02:39
3003,1593,3714,26/1/2023 09:31
3004,467,1543,21/9/2023 21:28
3005,1561,3325,17/9/2023 12:02
3006,,2458,30/9/2023 06:58
3007,2442,1814,2/3/2023 06:23
3008,384,2733,14/9/2023 14:41
3009,1767,1101,12/10/2023 23:56
3010,538,189,9/9/2023 19:57
3011,1305,3064,23/12/2023 02:54
3012,645,,
3013,78,1634,26/11/2023 06:49
3014,2886,4094,1/8/2023 09:24
3015,1563,2428,
3016,2227,,24/1/2023 17:40
3017,2865,,8/7/2023 05:48
3018,1075,2784,27/9/2023 19:01
3019,297,961,5/1/2023 10:30
3020,269,2584,4/3/2023 21:08
3021,996,,3/4/2023 03:22
3022,,3728,19/12/2023 22:37
3023,96,,2/2/2023 21:21
3024,202,1888,28/2/2023 16:23
3025,1887,4100,4/12/2023 16:58
3026,1281,70,10/3/2023 09:20
3027,2806,3218,12/10/2023 03:49
3028,1913,4103,7/10/2023 03:34
3029,2988,642,23/11/2023 10:04
3030,2531,1695,2/6/2023 22:04
3031,,4265,12/7/2023 01:09
3032,1509,287,
3033,1513,1503,
3034,53,1843,16/4/2023 04:40
3035,1721,4063,4/2/2023 18:43
3036,388,4532,
3037,1884,1299,25/5/2023 04:06
3038,1817,4856,7/2/2023 16:01
3039,2023,3886,15/7/2023 20:52
3040,561,4045,19/11/2023 09:24
3041,313,,12/11/2023 16:37
3042,1413,275,15/4/2023 15:16
3043,2168,2034,14/12/2023 08:39
3044,259,3732,2/5/2023 13:28
3045,3000,4771,11/3/2023 11:55
3046,2825,,11/6/2023 20:02
3047,564,561,11/9/2023 06:59
3048,2186,3076,24/5/2023 04:57
3049,2330,3730,24/11/2023 23:52
3050,,,26/1/2023 22:30
3051,2262,1117,26/7/2023 12:13
3052,2575,712,20/11/2023 01:14
3053,314,4003,12/12/2023 23:00
3054,1543,2535,10/12/2023 06:34
3055,2492,4139,9/1/2023 05:05
3056,1832,1935,17/6/2023 19:02
3057,135,3450,15/9/2023 19:33
3058,2940,3615,29/11/2023 21:28
3059,537,465,24/2/2023 11:54
3060,482,2675,31/3/2023 10:53
3061,2463,,31/8/2023 10:18
3062,2812,596,
3063,,1759,6/9/2023 10:17
3064,2153,570,3/11/2023 09:49
3065,,3752,28/11/2023 00:00
3066,255,4887,17/3/2023 22:32
3067,2470,1391,27/5/2023 07:06
3068,1461,927,12/12/2023 15:15
3069,2746,,22/4/2023 08:21
3070,705,583,15/9/2023 06:04
3071,1489,4319,5/1/2023 17:31
3072,936,2363,24/1/2023 20:56
3073,1591,885,6/8/2023 21:28
3074,2520,,8/3/2023 23:45
3075,1965,1611,
3076,,2717,21/12/2023 17:06
3077,956,1367,
3078,2214,1845,2/5/2023 01:18
3079,2829,,14/8/2023 07:27
3080,184,636,6/10/2023 09:15
3081,2375,4734,8/10/2023 11:42
3082,1557,,
3083,2573,4637,13/10/2023 13:13
3084,,3906,12/9/2023 10:46
3085,2306,1109,27/1/2023 10:47
3086,2484,3001,12/12/2023 16:31
3087,2544,1250,18/3/2023 09:49
3088,545,4902,22/1/2023 10:48
3089,2326,1702,19/12/2023 20:48
3090,1003,2991,24/12/2023 20:52
3091,1133,2264,28/4/2023 01:47
3092,1889,4328,5/5/2023 22:58
3093,773,,12/11/2023 13:45
3094,2092,2080,26/5/2023 16:30
3095,342,3619,16/9/2023 11:06
3096,2190,3210,14/8/2023 05:13
3097,2338,3469,28/6/2023 00:39
3098,2289,3163,21/8/2023 01:00
3099,349,492,7/8/2023 19:58
3100,2496,4692,
3101,1728,3191,29/10/2023 12:42
3102,,1391,22/8/2023 03:45
3103,276,4994,
3104,199,3184,6/12/2023 06:25
3105,2692,,6/10/2023 08:24
3106,,1927,22/4/2023 14:51
3107,649,1498,
3108,2666,3605,15/9/2023 11:33
3109,1959,588,
3110,2416,799,20/3/2023 16:03
3111,,,9/5/2023 16:48
3112,867,2764,30/7/2023 18:23
3113,2650,3564,1/9/2023 22:31
3114,1058,3242,21/9/2023 14:33
3115,2464,4418,24/9/2023 06:11
3116,932,2506,7/7/2023 22:20
3117,2178,281,16/3/2023 03:58
3118,2578,2075,29/11/2023 07:24
3119,1006,759,6/4/2023 14:18
3120,1402,2291,
3121,2564,4740,25/1/2023 04:03
3122,757,111,15/1/2023 20:14
3123,2781,978,30/9/2023 13:12
3124,,4971,26/9/2023 23:54
3125,2689,3648,30/3/2023 08:13
3126,1601,2988,8/12/2023 09:59
3127,1024,3428,27/1/2023 12:30
3128,696,3143,13/2/2023 19:13
3129,,440,16/1/2023 20:58
3130,1063,,29/3/2023 20:31
3131,253,4323,12/7/2023 05:31
3132,779,1505,30/11/2023 06:37
3133,1259,4721,22/7/2023 04:28
3134,2745,1442,25/6/2023 03:18
3135,981,1376,17/12/2023 10:16
3136,2998,2037,18/9/2023 21:36
3137,1111,1928,14/10/2023 08:20
3138,1881,673,23/5/2023 03:54
3139,2411,2561,
3140,1989,899,14/4/2023 05:24
3141,55,1827,16/1/2023 13:48
3142,1959,2559,25/3/2023 23:21
3143,2421,4173,28/9/2023 00:42
3144,1877,408,13/10/2023 05:33
3145,381,1047,18/6/2023 14:00
3146,1736,1459,10/9/2023 06:42
3147,1662,3748,
3148,2638,2649,5/12/2023 16:53
3149,440,1065,27/1/2023 08:13
3150,315,,25/6/2023 04:35
3151,1432,2094,24/8/2023 23:50
3152,2618,714,
3153,762,893,14/8/2023 00:26
3154,1896,3527,18/2/2023 22:35
,48,3232,15/9/2023 08:01
3156,2235,4032,4/7/2023 02:42
3157,1749,583,7/3/2023 14:01
3158,1889,1933,
3159,2067,4409,
3160,2216,,
3161,1056,4835,30/9/2023 19:49
3162,674,1282,1/7/2023 07:43
3163,1763,3027,31/7/2023 21:08
3164,2842,3484,20/2/2023 00:36
3165,1233,1225,12/1/2023 16:15
3166,,3786,30/4/2023 13:30
3167,73,3659,11/1/2023 14:43
3168,887,4407,21/10/2023 14:41
3169,43,,20/4/2023 15:00
3170,2535,2356,27/11/2023 20:06
3171,2720,4686,8/1/2023 10:31
3172,1792,2058,8/8/2023 15:06
3173,2288,4285,
3174,2587,1151,2/5/2023 06:34
3175,1011,658,14/8/2023 02:24
3176,2417,368,5/4/2023 02:10
3177,1340,2333,22/7/2023 21:05
3178,1349,1346,3/11/2023 01:05
3179,1279,,
3180,611,3177,5/6/2023 12:58
3181,2970,1121,24/10/2023 11:53
3182,,1297,9/11/2023 02:16
3183,1771,1801,18/12/2023 14:07
3184,2063,4084,12/11/2023 10:51
3185,2533,1685,19/8/2023 07:03
3186,,,20/11/2023 12:51
3187,2985,1159,6/8/2023 09:33
3188,832,3007,22/4/2023 10:26
3189,,4097,11/4/2023 20:46
3190,2632,2969,16/5/2023 04:04
3191,2130,1853,23/7/2023 21:40
3192,1335,4088,3/11/2023 17:02
3193,84,2597,
3194,1298,,21/3/2023 01:45
3195,,2581,1/4/2023 10:49
3196,176,2140,29/3/2023 13:03
3197,1511,1178,3/8/2023 02:46
3198,1743,3373,27/6/2023 05:34
3199,1107,4627,9/4/2023 07:56
3200,356,1301,
3201,,3213,27/10/2023 06:12
3202,2790,3073,
3203,2442,,25/8/2023 19:49
3204,561,1899,15/9/2023 00:08
3205,2485,3226,5/3/2023 07:42
3206,2593,4084,9/3/2023 14:54
3207,330,1253,
3208,,3011,1/9/2023 05:35
3209,2180,3683,19/12/2023 17:25
3210,2225,1199,17/1/2023 21:31
3211,2613,4894,4/3/2023 07:56
3212,690,1837,22/2/2023 10:03
3213,2459,4841,27/6/2023 19:17
3214,1194,1849,25/6/2023 07:35
3215,,1345,13/4/2023 14:58
3216,1459,498,20/5/2023 01:31
3217,2411,4821,13/7/2023 17:41
3218,2016,48,4/6/2023 22:52
3219,2234,2132,29/1/2023 16:20
3220,1035,626,
3221,1936,3994,16/9/2023 16:27
3222,1439,2132,14/2/2023 22:34
3223,999,123,21/6/2023 05:26
3224,1816,3872,22/5/2023 10:15
3225,2513,4503,15/4/2023 23:52
3226,1974,1108,4/4/2023 10:35
3227,1669,2808,17/9/2023 07:52
3228,2332,2743,17/11/2023 02:43
3229,2005,366,15/3/2023 08:00
3230,1301,863,
3231,,785,1/2/2023 00:42
3232,324,4228,13/6/2023 17:35
3233,1450,3384,
3234,1536,96,9/5/2023 22:02
3235,137,1677,14/11/2023 00:38
3236,512,4236,14/4/2023 12:30
3237,2910,2201,14/2/2023 08:36
3238,180,2116,9/12/2023 12:50
3239,819,841,3/12/2023 13:12
3240,2403,1398,
3241,1586,2063,21/7/2023 01:54
3242,237,1059,31/1/2023 09:14
3243,546,3190,
3244,,1892,27/3/2023 20:10
3245,1793,3281,
3246,1865,1198,
3247,1579,4377,3/4/2023 09:49
3248,,4178,4/4/2023 17:28
3249,747,1365,13/12/2023 00:56
3250,194,1198,3/8/2023 22:53
3251,1457,,4/6/2023 19:31
3252,524,2721,8/1/2023 23:14
3253,860,4285,1/10/2023 03:41
3254,1270,884,13/11/2023 10:42
3255,2411,1564,26/12/2023 09:45
3256,174,619,5/2/2023 05:18
3257,2584,2312,
3258,,3658,
3259,2996,3674,
3260,1947,,13/6/2023 11:44
3261,2083,2925,27/3/2023 11:08
3262,970,4874,9/7/2023 09:24
3263,1900,350,12/2/2023 04:39
3264,963,2092,26/6/2023 16:24
3265,163,174,3/10/2023 20:12
3266,938,131,31/10/2023 06:15
3267,1808,856,21/9/2023 02:12
3268,2804,2352,22/11/2023 07:17
3269,2682,3089,
3270,833,,3/8/2023 04:24
3271,2455,4472,12/1/2023 00:54
3272,,2896,9/11/2023 20:47
3273,1828,1066,27/9/2023 03:13
3274,1287,1017,27/1/2023 19:51
,30,667,19/12/2023 20:46
3276,1890,2128,25/1/2023 02:20
3277,810,1763,29/7/2023 18:15
3278,608,3470,22/12/2023 16:53
3279,1849,4505,11/7/2023 01:55
3280,1370,992,22/1/2023 06:33
3281,821,,10/1/2023 22:19
3282,1986,403,4/8/2023 00:01
3283,574,658,15/5/2023 23:20
3284,1036,1350,15/12/2023 19:28
3285,1858,4480,24/5/2023 05:03
3286,1169,3178,7/4/2023 19:00
3287,1964,1380,13/2/2023 16:34
3288,1779,4759,11/5/2023 23:06
3289,1664,3809,5/4/2023 11:52
3290,1145,3181,25/2/2023 10:45
3291,324,3193,22/6/2023 23:08
3292,215,1675,29/5/2023 16:32
3293,31,4995,3/12/2023 00:53
3294,1172,4951,16/2/2023 22:11
3295,1140,,24/1/2023 01:02
3296,2028,2541,26/1/2023 21:25
3297,,3978,13/9/2023 02:02
3298,1068,2080,4/11/2023 19:27
3299,,709,26/8/2023 08:05
3300,1076,4935,5/7/2023 23:36
3301,1032,4442,6/9/2023 19:21
3302,485,,29/12/2023 21:24
3303,405,3424,22/7/2023 22:07
3304,2402,4270,18/8/2023 21:43
3305,932,2267,28/9/2023 05:32
3306,156,3868,27/7/2023 21:33
3307,2523,1898,10/5/2023 15:14
3308,2258,769,23/12/2023 15:56
3309,,2513,26/2/2023 06:29
3310,1654,3398,27/11/2023 11:08
3311,2443,1388,30/3/2023 02:21
3312,1167,719,26/4/2023 05:47
3313,1318,3349,14/9/2023 17:41
3314,233,4913,
3315,,340,3/10/2023 05:31
3316,1873,3202,6/6/2023 14:48
3317,2404,72,29/1/2023 23:20
3318,,136,13/7/2023 16:59
3319,1492,1420,8/6/2023 22:25
3320,2735,1749,20/10/2023 22:06
,526,147,3/12/2023 15:41
3322,1812,3395,11/5/2023 07:11
3323,944,2833,29/8/2023 07:36
3324,1219,3785,21/1/2023 11:56
3325,2322,3759,5/9/2023 14:51
3326,1249,2346,14/10/2023 01:51
3327,1414,631,24/9/2023 18:37
3328,2445,37,7/8/2023 18:31
3329,507,,
3330,832,1703,17/1/2023 15:31
,2411,1155,25/10/2023 19:07
3332,36,2978,16/10/2023 04:48
3333,1159,1532,19/7/2023 13:47
3334,238,3076,11/5/2023 08:53
