Id_Cancion ,Id_Artista,Id_Genero,NombreCancion,FechaLanzamiento
1321,614,11,La Vie En Rose,25/3/2015
1322,614,7,Milord,7/7/2004
1323,615,11,The Last Song,30/6/2013
1324,616,4,Stereo love,8/6/2008
1325,617,6,Oh Happy Day,4/2/2000
1326,618,,War,8/7/2013
1327,618,1,Twenty Five Miles,21/7/2006
1328,619,3,A Girl Like You,31/5/2013
1329,620,3,Blue (Da Ba Dee),25/10/2019
1330,620,2,Move Your Body,27/7/2017
1331,621,1,If I Knew You Were Comin' I'd Have Baked a Cake,21/1/2022
1332,622,15,Who's Johnny,23/5/2004
1333,623,11,Livin' Thing,30/10/2007
1334,623,13,Hold On Tight,11/10/2006
1335,623,7,Don't Bring Me Down,19/5/2008
1336,623,,Telephone Line,24/11/2004
1337,623,6,Shine a Little Love,
1338,623,8,Turn to Stone,11/7/2002
1339,623,19,Evil Woman,6/12/2006
1340,624,9,Little Star,22/2/2014
1341,625,2,A-Tisket A-Tasket,29/10/2010
1342,625,1,"Goodnight, My Love",26/8/2003
1343,625,4,My Happiness,
1344,626,12,Into Each Life Some Rain Must Fall,17/5/2012
1345,626,5,I'm Making Believe,29/8/2019
1346,626,2,I'm Beginning to See The Light,28/1/2019
1347,627,4,Lights,3/8/2003
1348,628,3,Dust My Broom,1/8/2010
1349,629,15,Candle in the Wind '97,23/4/2010
1350,629,19,Crocodile Rock,17/4/2004
1351,629,17,Something About the Way You look Tonight,2/9/2002
1352,629,19,Goodbye Yellow Brick Road,10/8/2018
1353,629,16,Can You Feel the Love Tonight,10/5/2014
1354,629,16,Nikita,2/3/2009
1355,629,20,Philadelphia Freedom,
1356,629,4,Daniel,2/3/2001
1357,629,10,Your Song,3/6/2010
1358,629,2,Bennie & the Jets,23/1/2013
1359,629,8,The One,6/11/2021
1360,629,2,Rocket Man,30/9/2004
1361,629,,Believe,18/3/2018
1362,629,18,Little Jeannie,24/8/2013
1363,629,10,Sacrifice,
1364,629,15,Island Girl,23/3/2003
1365,629,19,Lucy in the Sky With Diamonds,8/8/2004
1366,629,12,Don't Let the Sun Go Down On Me,28/9/2004
1367,629,,I Don't Wanna Go On With You Like That,15/8/2020
1368,629,12,I'm Still Standing,
1369,629,19,Circle of Life,4/7/2022
1370,629,,Someone Saved My Life Tonight,8/8/2015
1371,629,3,You Gotta Love Someone,7/8/2019
1372,629,19,I Guess That's Why They Call it the Blues,24/12/2022
1373,629,6,The Bitch is Back,23/11/2002
1374,629,11,Sorry Seems to Be the Hardest Word,3/5/2007
1375,629,15,Blue Eyes,3/2/2009
1376,629,12,Sad Songs (Say So Much),23/5/2021
1377,629,13,Empty Garden (Hey Hey Johnny),5/4/2024
1378,630,19,Don't Go Breaking My Heart,19/1/2022
1379,630,15,True Love,25/5/2017
1380,631,13,Fooled Around & Fell in Love,1/11/2007
1381,632,15,Are You Lonesome Tonight?,24/11/2018
1382,632,8,It's Now Or Never,31/1/2023
1383,632,,Jailhouse Rock,25/2/2003
1384,632,5,Heartbreak Hotel,19/1/2011
1385,632,9,Suspicious Minds,18/8/2017
1386,632,13,Hound Dog,
1387,632,2,All Shook Up,16/2/2015
1388,632,,Don't Be Cruel,4/3/2004
1389,632,,Surrender,14/6/2016
1390,632,12,Return to Sender,29/1/2002
1391,632,19,(Now & then There's) A Fool Such As I,
1392,632,6,Can't Help Falling in Love,7/5/2019
1393,632,2,In the Ghetto,13/11/2011
1394,632,9,(You're The) Devil in Disguise,3/10/2003
1395,632,15,Good Luck Charm,
1396,632,20,Wooden Heart,2/5/2021
1397,632,10,Love Me Tender,30/12/2017
1398,632,,Stuck On You,13/12/2005
1399,632,7,Crying in the Chapel,28/3/2021
1400,632,17,(Let Me Be Your) Teddy Bear,28/2/2012
1401,632,17,She's Not You,22/7/2011
1402,632,19,Way Down,20/6/2006
1403,632,1,Little Sister,19/6/2000
1404,632,,(Marie's the Name) His Latest Flame,29/1/2023
1405,632,18,A Big Hunk O' Love,
1406,632,,I Need Your Love Tonight,16/5/2003
1407,632,7,One Night,17/3/2016
1408,632,14,Burning Love,13/5/2022
1409,632,20,Kiss Me Quick,
1410,632,,I Got Stung,20/1/2020
1411,632,13,Don't,6/7/2005
1412,632,,The Wonder of You,4/5/2002
1413,632,12,Bossa Nova Baby,15/5/2010
1414,632,6,A Mess of Blues,26/1/2006
1415,632,10,Rock a Hula Baby,9/3/2017
1416,632,16,Don't Cry Daddy,14/10/2011
1417,632,11,Hard Headed Woman,26/2/2014
1418,632,,Rubberneckin',1/3/2007
1419,632,5,Ain't That Lovin' You Baby,29/9/2002
1420,632,10,Viva Las Vegas,24/8/2008
1421,632,2,King Creole,18/11/2022
1422,632,10,That's All Right,26/5/2010
1423,632,12,Wear My Ring Around Your Neck,17/1/2015
1424,632,2,"I Want You, I Need You, I Love You",6/8/2021
1425,633,4,A Little Less Conversation,
1426,634,12,Unbelievable,1/10/2006
1427,635,2,What Do You Want to Make Those Eyes At Me For?,20/11/2001
1428,636,7,Big Big World,17/5/2003
1429,637,18,Lose Yourself,22/5/2022
1430,637,4,Without Me,27/9/2018
1431,637,13,Stan,15/9/2019
1432,637,1,Just Lose It,
1433,637,18,The Real Slim Shady,14/8/2015
1434,637,3,Not afraid,
1435,637,15,When I'm Gone,28/7/2017
1436,637,3,We Made You,1/5/2021
1437,637,18,Sing For the Moment,1/2/2018
1438,637,17,Like Toy Soldiers,21/3/2005
1439,637,3,Cleanin' Out My Closet,1/12/2004
1440,637,16,My Name Is,5/10/2023
1441,637,3,Mockingbird,
1442,638,,Love The Way You Lie,11/5/2003
1443,638,8,The Monster,30/11/2019
1444,639,6,Crack A Bottle,5/2/2001
1445,640,,Don't Let Go (Love),11/9/2014
1446,640,3,All My Lovin' (You're Never Gonna Get It),
1447,640,7,Free Your Mind,20/11/2020
1448,640,15,Hold On,13/8/2015
1449,641,18,The Last Waltz,29/10/2003
1450,641,20,Release Me (And Let Me Love Again),15/3/2019
1451,641,11,A Man Without Love,4/1/2017
1452,641,18,After the Lovin',21/12/2004
1453,642,7,Sadeness,19/6/2006
1454,642,12,Return to Innocence,17/9/2023
1455,642,,Beyond the Invisible,2/5/2023
1456,643,,Hero,12/11/2022
1457,643,4,Bailamos,19/2/2013
1458,643,16,Escape,4/3/2017
1459,643,11,Rhythm Divine,9/11/2022
1460,643,13,Do You Know (The Ping Pong Song),17/3/2022
1461,643,9,Be With You,
1462,644,12,Tonight (I'm F**kin' You),28/5/2003
1463,645,16,I Like It,31/5/2022
1464,646,6,Orinoco Flow,24/6/2001
1465,646,15,Only Time,5/4/2024
1466,646,6,May It Be,6/9/2008
1467,646,15,Anywhere Is,8/8/2007
1468,647,11,Always,23/11/2005
1469,647,11,A Little Respect,30/8/2010
1470,647,15,Abba-Esque,13/8/2016
1471,647,8,Sometimes,10/4/2000
1472,648,13,Spill the Wine,1/10/2007
1473,649,10,All By Myself,
1474,649,11,Hungry Eyes,
1475,650,20,Tears in Heaven,25/1/2011
1476,650,14,Change the World,31/10/2013
1477,650,3,I Shot the Sheriff,15/2/2014
1478,650,11,Wonderful Tonight,13/12/2005
1479,650,7,Layla (Unplugged),24/12/2006
1480,650,7,My Father's Eyes,5/7/2000
1481,650,9,Lay Down Sally,7/3/2003
1482,651,6,Call On Me,8/11/2005
1483,652,4,Duelling Banjos,6/8/2013
1484,653,4,Mother-In-Law,17/3/2002
1485,654,20,Piu Bella Cosa,26/10/2017
1486,655,15,I Can't Stand the Rain,
1487,655,1,One Way Ticket,
1488,656,4,On & On,28/10/2000
1489,657,20,Easier Said Than Done,25/2/2021
1490,658,15,American Boy,16/3/2000
1491,659,1,Cinderella Rockefella,12/9/2006
1492,660,12,What a Difference a Day Makes,23/10/2010
1493,661,16,Stay,27/11/2007
1494,662,18,I Wanna Be the Only One,28/3/2020
1495,663,20,Stormy Weather (Keeps Rainin' All the Time),22/8/2006
1496,663,7,Am I Blue?,20/6/2003
1497,664,,At Last,15/3/2017
1498,665,13,Also Sprach Zarathustra (2001),21/7/2023
1499,666,18,The Final Countdown,21/2/2006
1500,666,17,Carrie,7/7/2000
1501,666,20,Superstitious,2/4/2022
1502,667,,Bring Me to Life,2/9/2009
1503,667,2,My Immortal,28/12/2006
1504,667,15,Call me when you're sober,18/1/2004
1505,667,16,Going Under,13/5/2010
1506,668,9,Gangsta Lovin',9/10/2010
1507,669,5,Let Me Blow Ya Mind,20/11/2011
1508,670,7,One Silver Dollar,5/11/2018
1509,670,17,If I Knew You Were Comin' I'd Have Baked a Cake,
1510,671,17,Shame,
1511,672,6,A Little Bird Told Me,16/4/2017
1512,673,,Powder Your Face With Sunshine,24/4/2005
1513,674,2,High Energy,20/3/2019
1514,675,4,Missing,31/7/2022
1515,676,1,Tell Him,
1516,677,17,Kiss You All Over,6/7/2020
1517,678,5,Seasons Change,24/7/2022
1518,679,3,More Than Words,3/9/2007
1519,680,2,Blame it On the Bossa Nova,30/8/2013
1520,681,20,Words,20/8/2002
1521,682,2,Perfect,30/1/2003
1522,683,11,Breathe,29/10/2017
1523,683,8,There You'll Be,
1524,683,1,This Kiss,7/8/2007
1525,684,10,Easy,30/5/2021
1526,684,16,Epic,26/9/2002
1527,685,7,Insomnia,3/10/2013
1528,685,17,God is a DJ,28/9/2011
,686,19,Rock Me Amadeus,8/12/2017
1530,686,13,Der Kommissar,27/3/2015
1531,686,5,Jeanny Part I,7/3/2016
1532,686,19,Vienna Calling,4/8/2007
1533,687,11,"This Ain't A Scene, It's An Arms Race",26/2/2005
1534,688,8,My Man,23/6/2012
1535,688,17,Second Hand Rose,31/7/2005
1536,689,3,Like a g6,1/5/2004
1537,690,12,The Way,2/12/2002
1538,691,7,The Twist (Yo Twist),12/6/2000
1539,692,,What's Luv?,30/10/2023
1540,693,14,Praise You,20/10/2007
1541,693,10,The Rockafeller Skank,8/12/2005
1542,694,9,Be Faithful,3/7/2021
1543,695,4,Blueberry Hill,28/5/2002
1544,695,,Ain't That a Shame,15/4/2019
1545,695,19,I'm Walkin',2/2/2003
1546,695,14,Walking to New Orleans,26/3/2021
1547,696,14,Ain't Misbehavin',24/6/2019
1548,696,,Honeysuckle Rose,
1549,697,6,Mule Skinner Blues,24/4/2004
1550,698,7,A Good Heart,9/3/2004
1551,699,14,Big Girls Don't Cry,23/1/2000
1552,699,9,London Bridge,25/10/2012
1553,699,9,Clumsy,23/5/2016
1554,700,,Glamorous,1/7/2012
1555,701,7,Fergalicious,9/8/2010
1556,702,19,Theme From 'Exodus',22/12/2002
1557,703,14,Let it Be,2/8/2004
1558,704,18,Ballad of Davy Crockett,10/2/2010
1559,705,3,Aquarius/Let The Sunshine In,21/2/2010
1560,705,11,Wedding Bell Blues,31/5/2015
1561,705,,Up Up & Away,26/2/2005
1562,705,20,One Less Bell To Answer,12/7/2009
1563,706,,She Drives Me Crazy,
1564,706,,Good Thing,22/11/2005
1565,707,2,Paralyzer,7/11/2014
1566,708,8,Beach Baby,9/6/2022
1567,709,14,"Swing Low, Sweet Chariot",21/6/2003
1568,710,19,When the Lights Go Out,17/3/2009
1569,710,1,Keep On Moving,8/10/2020
1570,710,7,If Ya Gettin' Down,22/1/2023
1571,711,,Superman (It's Not Easy),29/7/2020
1572,712,7,Go Your Own Way,7/8/2005
1573,712,20,Dreams,23/9/2012
1574,712,17,Don't Stop,6/10/2006
1575,712,8,Little Lies,23/5/2021
1576,712,20,Rhiannon (Will You Ever Win),6/10/2004
1577,712,16,Oh Well (Part 1),
1578,712,19,Tusk,12/5/2015
1579,712,8,You Make Loving Fun,20/4/2024
1580,712,8,Sara,10/1/2012
1581,712,,Albatross,4/5/2005
1582,712,11,Hold Me,21/8/2010
1583,712,20,Everywhere,10/8/2019
1584,713,17,Whistle,20/3/2024
1585,713,13,Good Feeling,3/4/2006
,713,16,I Cry,20/5/2011
1587,714,8,Club can't handle me,4/8/2014
1588,715,17,Right Round,11/9/2009
1589,716,15,The Wild Ones,9/1/2013
1590,717,,Low,4/1/2023
1591,718,1,Last Date,17/2/2014
1592,719,1,The Lemon Tree,4/11/2002
1593,720,19,I Want to Know What Love Is,16/1/2021
1594,720,16,Waiting For a Girl Like You,
1595,720,7,Urgent,26/3/2008
1596,720,4,Cold As Ice,21/6/2002
1597,721,13,Pumped Up Kicks,16/11/2003
1598,722,3,Stacy's Mom,14/2/2001
1599,723,5,Love is a Many Splendoured Thing,15/10/2014
1600,723,19,Three Coins in the Fountain,30/4/2012
1601,723,2,Mister Sandman,5/11/2017
1602,723,,Stranger in Paradise,29/7/2010
1603,723,19,Tell Me Why,26/4/2005
1604,723,1,Melody of Love,7/1/2003
1605,724,14,Skokiaan,10/6/2009
1606,725,1,What's Up?,25/5/2007
1607,726,15,Get Off,30/9/2000
1608,727,17,"Poupee De Cire, Poupee De Son",28/12/2009
1609,728,10,Near You,16/1/2010
1610,729,12,Theme From 'Love Story',17/7/2006
1611,730,17,Tous les garcons & les filles,27/12/2019
1612,731,4,Terry's Theme From 'Limelight',6/6/2006
1613,731,16,Ebb Tide,5/9/2022
1614,732,4,Angel of Mine,22/5/2006
1615,733,4,I Remember You,
1616,733,5,Lovesick Blues,8/8/2018
1617,734,8,Music Box Dancer,5/12/2000
1618,735,14,Strangers in the Night,25/2/2005
1619,735,18,Five Minutes More,24/10/2006
1620,735,19,Learnin' the Blues,3/5/2020
1621,735,1,Love & Marriage,14/5/2015
1622,735,10,Three Coins in the Fountain,
1623,735,7,Mam'selle,3/1/2007
,735,14,Young At Heart,20/12/2020
1625,735,13,All the Way,7/1/2000
1626,735,18,My Way,25/6/2007
1627,735,7,Theme From 'New York New York',23/8/2011
1628,735,20,Oh! What it Seemed to Be,5/12/2005
1629,735,3,All or Nothing at All,22/4/2004
1630,735,10,A Lovely Way To Spend An Evening,2/8/2023
1631,735,15,"Goodnight, Irene",24/5/2005
1632,736,16,Far From Over,17/3/2003
1633,737,,Happy Wanderer,
1634,738,11,FURB (F U Right Back),8/2/2014
,739,16,Venus,15/2/2020
1636,739,8,Why?,13/6/2021
1637,740,10,Rumors Are Flying,4/11/2019
1638,740,3,Oh! What it Seemed to Be,19/4/2014
,741,3,Sea Cruise,12/3/2012
1640,742,2,Relax,30/8/2015
1641,742,4,Two Tribes,19/2/2020
1642,742,20,The Power of Love,
1643,743,19,Mule Train,27/6/2008
1644,743,10,That Lucky Old Sun (Just Rolls Around Heaven All Day),24/7/2014
1645,743,11,I Believe,
1646,743,5,Jezebel,
1647,743,3,High Noon (Do Not Forsake Me),
1648,743,3,That's My Desire,4/2/2013
1649,743,,"Answer Me, Lord Above",10/1/2007
1650,743,19,A Woman in Love,19/4/2020
1651,743,17,Hey Joe,11/5/2013
1652,743,8,Cool Water,12/2/2019
1653,744,9,Why Do Fools Fall in Love?,22/12/2000
1654,745,4,Singin' the Blues,18/3/2009
1655,746,8,Grease,5/8/2015
1656,746,19,My Eyes Adored You,20/1/2020
1657,746,3,Can't Take My Eyes Off You,16/9/2016
1658,747,15,Tower of Strength,5/4/2017
1659,748,18,Take Me Out,20/5/2002
1660,748,,Do You Want To?,19/12/2006
1661,749,2,The Way You Look Tonight,25/8/2009
1662,749,5,Cheek to Cheek,30/12/2021
1663,749,9,They Can't Take That Away From Me,18/8/2001
1664,749,17,Change Partners,20/1/2011
1665,749,20,"Top Hat, White Tie & Tails",8/4/2014
1666,750,19,Night & Day,20/8/2021
1667,751,15,Sleep,28/5/2020
1668,752,14,Band of Gold,
1669,753,9,I'm Telling You Now,7/4/2018
1670,754,19,Living On My Own,23/6/2015
1671,754,5,I Was Born to Love You,23/11/2007
1672,755,,Way Down Yonder in New Orleans,22/9/2014
1673,756,1,Before The Next Teardrop Falls,30/9/2021
1674,756,4,Wasted Days & Wasted Nights,24/10/2016
1675,757,11,Symphony,14/6/2021
1676,757,2,To Each His Own,1/7/2010
1677,757,8,"Managua, Nicaragua",15/4/2019
1678,757,11,Piano Concerto in B Flat,11/11/2001
1679,757,14,I've Got A Lovely Bunch of Coconuts,18/8/2010
1680,758,11,Junge komm bald wieder,21/5/2024
1681,759,9,All Right Now,17/4/2016
1682,760,7,I Know There's Something Going On,20/9/2019
1683,761,7,House of the Rising Sun,
1684,762,11,We Are Young,13/7/2002
1685,762,17,Some Nights,
1686,763,,Sweet About Me,12/1/2013
1687,764,12,Dreams,22/7/2014
1688,765,1,Nice To Be With You,27/1/2005
1689,766,7,The World is Not Enough,
1690,767,,Anyone of Us (Stupid Mistake),7/10/2023
1691,767,20,Unchained Melody,
1692,768,,Forever Love,7/9/2017
1693,769,13,Rock 'n' Roll (Part 2),7/12/2014
1694,769,2,I Love You Love Me Love,23/11/2002
1695,769,4,I'm the Leader of the Gang (I Am),
1696,770,,This Diamond Ring,12/7/2014
1697,771,10,Still Got the Blues (For You),24/8/2016
1698,772,9,Cars,26/10/2017
1699,773,8,Young Girl,
1700,773,9,Lady Willpower,7/12/2000
1701,773,18,Woman Woman,14/3/2023
1702,773,18,Over You,26/4/2015
1703,774,2,Quarter to Three,8/4/2003
1704,775,9,Dream Weaver,24/2/2003
1705,776,5,I Don't Want to Be,30/10/2008
1706,777,4,I Like Chopin,11/4/2009
1707,778,7,"Bye Bye, Blackbird",6/3/2013
1708,778,,My Blue Heaven,21/1/2010
1709,779,9,"Rudolph, the Red-Nosed Reindeer",2/11/2011
1710,779,20,Back in the Saddle Again,6/4/2004
1711,780,20,Duke of Earl,29/10/2014
1712,781,5,Town Without Pity,3/8/2013
1713,782,2,Be Bop a Lula,14/5/2011
1714,783,3,No Son of Mine,8/4/2015
1715,783,17,Invisible Touch,7/3/2013
1716,783,12,Hold On My Heart,13/5/2024
1717,783,20,Follow You Follow Me,18/3/2001
1718,783,16,I Can't Dance,20/12/2017
1719,783,20,Land of Confusion,5/10/2004
1720,783,16,Mama,27/10/2010
1721,783,7,Misunderstanding,12/8/2014
1722,783,10,Abacab,
1723,783,17,In Too Deep,7/4/2023
1724,784,12,Una Paloma Blanca,24/12/2022
1725,785,10,Give Me the Night,9/6/2002
1726,785,12,Turn Your Love Around,10/8/2005
1727,786,,Rhapsody in Blue,3/11/2013
1728,787,3,My Sweet Lord,10/3/2021
1729,787,5,Got My Mind Set On You,8/3/2015
1730,787,2,All Those Years Ago,22/8/2013
1731,787,8,What is Life?,17/12/2010
1732,787,16,Give Me Love (Give Me Peace On Earth),28/9/2019
1733,788,1,Rock Your Baby,5/2/2019
1734,789,2,Careless Whisper,29/7/2015
1735,789,16,Faith,20/8/2013
1736,789,12,Jesus to a Child,11/2/2016
1737,789,11,One More Try,17/2/2023
1738,789,13,Fast Love,13/7/2002
1739,789,20,I Want Your Sex,26/9/2015
1740,789,19,Praying For Time,22/10/2019
1741,789,17,A Different Corner,8/11/2020
1742,789,1,Father Figure,
1743,789,14,Freedom,25/10/2005
1744,789,,Too Funky,24/7/2002
1745,789,,Monkey,26/1/2015
1746,789,,Kissing a Fool,22/6/2004
1747,789,18,Amazing,17/9/2009
1748,789,16,Outside,
1749,790,4,Don't Let the Sun Go Down On Me,18/4/2012
1750,791,10,Always,26/9/2001
1751,792,14,Kiss Of Fire,31/8/2010
1752,792,11,Tweedle Dee,
1753,793,,Ballad of Bonnie & Clyde,
1754,794,15,It's Raining Men,24/12/2010
1755,794,7,Look At Me,16/11/2010
1756,795,8,How Do You Do It?,27/4/2006
1757,795,,You'll Never Walk Alone,6/10/2015
1758,795,9,I Like It,15/5/2008
1759,796,,Baker Street,21/4/2006
1760,797,4,Someone to Watch Over Me,
1761,798,8,Non Ho L'Eta Per Amarti,25/2/2016
1762,799,15,Get Down,1/4/2017
1763,799,10,Alone Again (Naturally),2/11/2011
1764,799,19,Clair,
1765,800,20,Follow You Down,4/7/2022
1766,801,20,Ooh Aah... Just a Little Bit,20/10/2000
1767,802,18,I Just Wanna Stop,
1768,803,18,Pony,8/4/2022
1769,804,13,Sound of the Underground,
1770,805,19,Midnight Train to Georgia,5/5/2002
1771,805,20,Neither One of Us (Wants to be The First to Say Goodbye),24/9/2018
1772,806,1,Don't Forget Me (When I'm Gone),4/12/2008
1773,807,10,Rhinestone Cowboy,18/11/2011
1774,807,11,Southern Nights,21/8/2022
1775,807,13,Wichita Lineman,
1776,808,12,My Heart Tells Me (Should I Believe My Heart),23/12/2003
1777,809,5,The Heat is On,27/1/2005
1778,809,12,You Belong To The City,13/8/2010
1779,810,16,Nothing's Gonna Change My Love For You,31/12/2017
1780,811,4,She Ain't Worth It,19/12/2009
1781,812,,In the Mood,17/3/2003
1782,812,19,Moonlight Serenade,12/6/2015
1783,812,12,Chattanooga Choo Choo,
1784,812,1,(I've Got a Gal In) Kalamazoo,12/12/2017
1785,812,18,Moonlight Cocktail,24/10/2018
1786,812,8,That Old Black Magic,
1787,812,7,A String of Pearls,19/1/2022
1788,812,12,When You Wish Upon a Star,2/12/2020
1789,812,,Elmer's Tune,25/8/2004
1790,812,1,Don't Sit Under the Apple Tree (With Anyone Else But Me),6/4/2012
1791,812,3,Blueberry Hill,12/11/2012
1792,812,11,The Woodpecker Song,11/11/2007
1793,812,6,Tuxedo Junction,20/9/2006
1794,812,20,Imagination,19/12/2018
1795,812,18,Moonlight Becomes You,10/4/2022
1796,812,9,Song of the Volga Boatmen,30/12/2003
,812,2,Fools Rush In (Where Angels Fear To Tread),13/3/2002
1798,812,4,Pennsylvania 6-5000,10/5/2004
1799,813,1,Coming Out of the Dark,22/9/2010
1800,813,12,I Don't Wanna Lose You,21/4/2006
1801,813,11,Turn The Beat Around,17/4/2017
1802,813,1,Reach,3/2/2024
1803,814,13,Anything For You,30/11/2009
1804,814,11,1/2/2003,17/9/2007
1805,815,3,I Will Survive,
1806,815,18,Never Can Say Goodbye,23/12/2002
1807,816,2,Crazy,31/10/2013
1808,817,8,Wayward Wind,2/2/2018
1809,818,,Radar Love,15/11/2022
1810,819,7,Lifestyles of the Rich & Famous,18/11/2022
1811,820,,Sun Of Jamaica,31/3/2010
1812,821,16,My Foolish Heart,23/4/2012
1813,821,15,Bewitched (bothered & bewildered),
1814,822,11,I Don't See Me In Your Eyes Anymore,24/7/2020
1815,823,15,"Goodnight, Irene",
1816,824,4,Sundown,13/8/2005
1817,824,,If You Could Read My Mind,7/4/2006
1818,824,,The Wreck of the Edmund Fitzgerald,10/1/2023
1819,825,9,Feel Good Inc,12/9/2002
1820,825,11,Clint Eastwood,22/12/2008
1821,825,2,Dare,5/8/2008
1822,825,3,19-2000,18/12/2006
1823,826,13,Somebody That I Used to Know,26/11/2019
1824,827,1,Now Is the Hour (Maori Farewell Song),28/4/2015
1825,828,13,The Loco-Motion,4/11/2018
1826,828,5,We're an American Band,11/9/2017
1827,828,17,Some Kind of Wonderful,30/1/2018
1828,829,11,The Message,15/9/2009
1829,830,12,Let's Live For Today,
1830,830,8,Midnight Confessions,
1831,831,,Boulevard of Broken Dreams,
1832,831,6,American Idiot,
1833,831,1,Wake Me Up When September Ends,1/12/2015
,831,,Basket Case,7/10/2005
1835,831,8,Holiday,10/8/2002
1836,831,,Time of Your Life (Good Riddance),9/1/2003
1837,832,16,Three Little Pigs,28/9/2017
1838,833,8,Jeopardy,
1839,834,12,Shake You Down,25/1/2022
1840,835,14,Tell Me,9/2/2022
1841,836,10,Just the Two of Us,20/11/2023
1842,837,18,American Woman,22/11/2022
1843,837,9,These Eyes,14/8/2013
1844,838,5,Sweet Child O' Mine,7/11/2013
1845,838,,November Rain,28/11/2009
1846,838,10,Don't Cry,28/11/2015
1847,838,9,You Could Be Mine,26/1/2000
1848,838,17,Paradise City,17/5/2021
1849,838,2,Welcome to the Jungle,
1850,838,10,Knockin' On Heaven's Door,23/6/2011
1851,838,19,Patience,
1852,838,7,Live & Let Die,23/2/2017
1853,839,20,Infinity 2008,1/8/2010
1854,840,5,It's Love-Love-Love,18/5/2016
1855,840,20,Winter Wonderland,18/7/2010
1856,840,18,It Looks Like Rain in Cherry Blossom Lane,29/4/2015
1857,840,18,September in the Rain,29/7/2022
1858,840,19,Boo Hoo,21/4/2003
1859,841,8,Singing The Blues,11/10/2009
1860,841,16,Heartaches By the Number,8/1/2009
1861,841,3,My Heart Cries For You,4/11/2021
1862,841,16,My Truly Truly Fair,7/2/2011
1863,841,,There's Always Room At Our House,26/10/2013
1864,842,19,Hollaback Girl,4/4/2005
1865,842,,Wind It Up,19/7/2000
1866,842,1,What U Waitin' 4,10/10/2000
1867,842,3,Rich Girl,5/6/2013
1868,842,17,Cool,21/11/2022
1869,843,9,The Sweet Escape,24/6/2018
1870,844,18,Cupid's chokehold (Breakfast in America),22/6/2018
1871,844,4,Stereo Hearts,11/3/2017
1872,845,11,What is Love?,22/9/2009
1873,845,6,Life,1/2/2002
1874,846,,Maneater,24/12/2022
,846,15,I Can't Go For That (No Can Do),11/5/2021
1876,846,,Kiss On My List,13/10/2014
1877,846,11,Rich Girl,14/10/2018
1878,846,16,Private Eyes,3/8/2023
1879,846,13,Out of Touch,13/3/2000
1880,846,17,She's Gone,11/2/2007
1881,846,7,Sara Smile,6/5/2004
1882,847,13,Don't Pull Your Love,14/8/2001
1883,847,19,Fallin' in Love,
1884,848,9,"Please Help Me, I'm Falling",1/9/2011
1885,849,3,Your Cheatin' Heart,19/1/2003
1886,849,,Lovesick Blues,9/3/2019
1887,849,7,I'm So Lonesome I Could Cry,6/11/2010
1888,850,19,Mmmbop,13/1/2024
1889,850,19,I Will Come to You,2/8/2006
1890,850,5,Where's the Love,13/6/2008
1891,850,6,If Only,9/5/2008
1892,851,12,See You in September,21/11/2014
1893,852,9,Axel F,7/7/2019
1894,853,16,If You Don't Know Me By Now,
1895,854,17,Moviestar,6/1/2003
1896,855,,Banana Boat Song,26/7/2018
1897,855,15,Mary's Boy Child,11/4/2002
1898,855,2,Island in the Sun,6/7/2023
1899,856,18,Cat's in the Cradle,3/6/2007
1900,857,15,Sleepy Lagoon,
1901,857,14,I've Heard That Song Before,6/8/2013
1902,857,10,I Had the Craziest Dream,1/3/2008
1903,857,,"It's Been a Long, Long Time",
1904,857,5,You Made Me Love You (I Didn't Want to Do It),
1905,857,2,I'm Beginning to See The Light,25/10/2002
1906,857,12,Mister Five By Five,22/9/2015
1907,857,16,I Don't Want to Walk Without You,11/3/2023
1908,858,,I'll Get By (As Long As I Have You),4/7/2004
1909,859,14,Without You,17/1/2010
1910,859,3,Everybody's Talkin',
1911,860,3,Puttin' on the Ritz,18/7/2007
1912,861,9,All I Wanna Do is Make Love to You,4/3/2008
1913,861,3,Alone,1/10/2019
1914,861,5,Barracuda,5/11/2006
1915,861,13,These Dreams,9/7/2003
1916,862,7,Boogie Nights,7/3/2014
1917,863,1,Now That We Found Love,30/6/2000
1918,864,15,Together,
1919,864,14,I'll Buy That Dream,
1920,865,4,I Wanna Be Loved By You,5/12/2018
1921,866,2,Delta Dawn,11/8/2016
1922,866,5,Leave Me Alone (Ruby Red Dress),15/10/2019
1923,866,7,I am Woman,21/12/2023
1924,866,2,Angie Baby,1/3/2021
1925,867,7,Walkin' Back to Happiness,17/4/2023
1926,867,1,You Don't Know,18/12/2003
1927,868,1,Here in your Arms,3/8/2000
1928,869,20,Shannon,11/8/2004
1929,870,3,Moon River,19/7/2000
1930,870,12,Days Of Wine & Roses,27/8/2004
1931,870,18,Theme from 'Romeo & Juliet',3/8/2004
1932,871,,This Guy's in Love With You,4/7/2009
1933,871,18,Rise,22/8/2000
1934,871,9,A Taste of Honey,
1935,871,4,The Lonely Bull (El Solo Torro),4/1/2022
1936,872,2,Rockit,7/10/2010
1937,873,4,No Milk Today,9/8/2023
1938,873,6,Mrs Brown You've Got a Lovely Daughter,12/5/2021
1939,873,,I'm Henry the Eighth I Am,1/3/2002
1940,873,19,There's a Kind of Hush,
1941,873,18,I'm Into Something Good,27/12/2010
1942,873,18,A Must to Avoid,19/5/2002
